"Produkt rzeczywiście wydaje się być dobry, zwłaszcza patrząc na oceny oraz ich ilość i stosunek JAKOŚĆ/CENA. Podobnie jak inne produkty tego producenta. Jednak ja dam jedną gwiazdkę i zwrócę uwagę na coś, na co nikt z komentujących nie zwrócił. A konkretnie na to, że opakowanie na suplementy jest wykonane z PETU ! Dla niezorientowanych proszę poczytać o wpływie Bisfenolu A na nasze zdrowie. Lepiej dopłacić parę złotych i wybrać wartościowy produkt, który nie będzie nas regularnie podtruwał. Zwłaszcza, że Bisfenol A przedostaje się do produktu poprzez kontakt - a suplementy leżakują w opakowaniu bardzo długo.",1,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Nawet pomogło mi z alergią co nic mi nie pomagało z apteki oprócz maści. Więcej mi się chce po tych witaminach polecam,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
ten mocz to serio ziolony,4,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Te tabsy są większe niż moje czopki na hemoroidy.,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Mega wielkie piguły,jak dla konia.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Mocz neonowo żółty wiec chyba działają,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Dają mi lepszego ""kopa"" niż te od Olimpa",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Są spoko, tylko nie zdziwcie się - po witaminach z grupy B będziecie sikać fluorescencyjną zielenią :D",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Trochę za duże piguły,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
kolor w toalecie : D,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"UWIELBIAM ten zapach! Połyka się je nieźle. Kolor moczu po zażyciu już pierwszej tabletki jest fenomenalny - idealnie widoczny na śniegu (taki mocno żółto-limonkowy). Mam manię liczenia ilości tabletek w takich słoiczkach. Kupuję od lat ten produkt i jeszcze nigdy nie miałem mniej czy też więcej tabletek. Dodam też w sumie najważniejszą opinię czyli FAKT, że nie jest to efekt placebo. Te tabletki (przynajmniej na mnie) działają! Czuję poprawę chociażby z ogólnym funkcjonowaniem organizmu. Szczególnie polecam zażywać ten suplement w okresie od zimy do jesieni czyli całorocznie.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Fajne śliskie tablety, nie są może małe (choć mój grzdyl przełknie swobodnie dwie takie na raz) ale elegancko się je frezuje. Cena git. Mnie to pasuje, nie jakieś małe tableteczki... ;-)",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Odczułem poprawę samopoczucia i wydolności. Jeśli masz super zbilansowaną dietę to różnicy pewnie nie zauważysz ale jeśli nie zawsze dbasz o to w 100% to zestaw ten na pewno pomoże uzupełnić ewentualne niedobory. Skutków ubocznych brak. Tabletki wydają się duże ale są tak wyprofilowane że bardzo łatwo je połknąć. Polecam!,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"No musze przyznać że bardzo dobry produkt juz po jednej dawce twarz wygląda zupełnie inaczej , skóra jest bardziej zdrowa i wyglądam na wyspanego",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"brak efektów ubocznych, cena",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Bardzo dobre Witaminy, prawdopodobnie naprawiły mi problemy skórne, przestała mi pękać skóra na dłoniach w okresie zimowym, nie miewam już też swędzących wysypek i samopoczucie mam też jakieś lepsze :-) Wcześniej regularnie używałem multiwitamin z apteki, niekoniecznie tych najtańszych i powyższe problemy wciąż występowały.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Świetne, rewelacyjne witaminy i minerały, chyba najlepsze, jakie kiedykolwiek jadłem. Naprawdę warto je kupić. Zawierają bogatą różnorodność zarówno witamin jak i minerałów i to jeszcze w dużych dawkach/ilościach. Ponadto magnez i potas występują pod postacią cytrynianu, co gwarantuje ich wysoką przyswajalność. A cena za ten produkt nie jest wygórowana. Szczerze Polecam ich zakup !!! ;-)",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Komplementary zestaw witamin , mikr- i makro- elementów. Sprawdzony wybór.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Vitapak to dobry zestaw witamin, których potrzebowałem ze względu na treningi i wynikające z tego niedobory. Produkt zgodny z opisem. Błogosławieństwa Bożego dla handlarza oraz całej jego rodziny!",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Dobre, chociaż mają trochę za dużo manganu, selenu i chromu.",4,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Zgodne z opisem. POLECAM,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
po raz kolejny polecam,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Bardzo dobra jakość za niską cenę. Dla niektórych może być wielkość niedobra, gdyż 6tabletki sa naprawde duże, lecz łatwe do połknięcia.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Mogłoby by być więcej tabsów, tak z 200",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Nie robiłem badań laboratoryjnych, ale zestaw wydaje się być zbilansowany. Biorę jedną tabletkę dziennie, gdyż chcę raczej uzupełnić braki niż całkowicie zastąpić inne źródła witamin i mikroelementów w diecie - deklarowana ich zawartość już w jednej tabletce w większości przypadków przekracza 50% RWS, a dla kilku przekracza 200%.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Nie widać żadnej różnicy poza kolorem moczu po miesiącu stosowania.,3,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Produkt wywołał nieprzyjemne problemy skórne do tego stopnia że trzeba było udać się do dermatologa. Stosowałem przez około 3 miesiące 1 tabletka dziennie a więc i tak mniejsza dawka niż zalecana na opakowaniu.Skąd wiem że to przez te witaminy? Otóż po odstawieniu z każdym dni się poprawialo i wciągu 2 tygodni wszystko wróciło do normy.W czasie wystąpienia objawów nie zmieniałem nic innego w diecie i nie brałem nic innego. Nie polecam.,1,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
................::::: P :::::..........::::: O :::::..........::::: L :::::..........::::: E ::::: ..........::::: C :::::..........::::: A :::::..........::::: M :::::................,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Polecam,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Czułem zmęczenie po tych tabletkach,2,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Już po kilku porcjach widać wzrost libido, kupa jakaś kolorowa i sikam bokiem ale ogólnie spoko witaminy !",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Jeden z najlepszych zestawów witamin i minerałów w tej cenie. Niech się schowają durne, reklamowane produkty.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Dobre witaminy, po około tygodniu odczułem poprawę samopoczucia.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Wszystko OK. Gorąco polecam.,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
ok,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
vitpak kupuje od kilku lat. na badaniach krwi potas w normie (wcześniej spadał poniżej) .,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
ok,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Brak uwag wszystko OK!,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
wszystko w jak najlepszym porządku. POLECAM,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Wydaje mi się, że działają jak powinny, nawet jeśli to placebo",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
SUPER :-),5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"działa, fajny kolor siurów",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
WSZYSTKO OK !! POLECAM !!,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Dobry skład, witaminy i minerały w dobrze przyswajalnej postaci.Super.",5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Fajne smaczne,5,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
Produkt ok,3,Suplement diety KFD Vitpak+ 90 tabletek tabletki 90 szt.
"Wysoka jakość, Niska cena, starcza na długo, odpowiednia dawka dla dorosłych.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Zdecydowałem się na ten preparat ponieważ niezależne badania fundacji ""Badamy Suplementy"" potwierdziły, że ma on rzetelny skład, co w przypadku wielu dostępnych na rynku suplementów diety nie jest takie oczywiste.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Malutkie tabletki płynne a środku kapsułki. Łatwe do połknięcia.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Duża ilość małe kapsulki ale działanie to dopiero śpiew przyszłości,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Opakowanie jest wypełnione tylko w 1/3 kapsułkami - po co produkować tyle niepotrzebnego plastiku? Zupełnie nieekologiczne opakowanie,1,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Polecam, mąż używa od roku i zadowolony",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
kfd i wszystko jasne,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Praktyczne małe kapsułki, tanio",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Badanie krwii pokazuje, że działa",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Piszą, że działa :)",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
wszystko ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Zgodny z opisem.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Zgodny z opisem.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
POLECAM,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
wszystko ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
cena,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Towar zgodny z opisem,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Dobre witaminy w dobrej cenie,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Bardzo opłacalna witamina D3. Jakość potwierdziły niezależne badania, za co duży plus. Kapsułka z olejem, co też jest ważne.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam!,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Polecam, zażywam i działa.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Spoko witaminy,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Bardzo polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Dopiero przyszły ,zobaczymy wkrótce czy są warte polecenia ;)",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Jakość/cena super.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"jakość, cena",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Jakość/cena super.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"jakość, cena",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Super,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Dużo i tanio, nie wiem czy dział a",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Wszystko zgodne z opisem :),5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Super,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"ok ,zgodne z opisem",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Malutkie tabletki, można połknąć bez popijania. Czy działają - nie wiem, liczę, że tak ;-)",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Bardzo dobry produkt !,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Nie wiele jak na opis ale 5/5 polecam, robi to co ma robić Witamina D3",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Gorąco polecam.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Małe, łatwe do połknięcia, dobrej jakości. przydatne w szczególności w zimie.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
super!!,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Małe, łatwe do połknięcia, dobrej jakości. przydatne w szczególności w zimie.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
super!!,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecsm,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Tabletki są okej, niewielkie dawka odpowiednia ekonomiczne opakowanie",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
super,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Małe kapsułki z olejem, Sprawdzona dawka",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Mam zaufanie do tej firmy.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Moja ulubiona witamina D3 pod względem jakości i ilości do ceny!,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Super jakość i cena. Osobiście wolę wit D taką jak w KFD, czyli zamkniętą w żelowej otoczce niż sam proszek w kapsułce.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
okokok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Wszystko Ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
dobra,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Produkt zgodny z opisem !! Polecam !,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
łykam,4,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
super działanie,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
łykam,4,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
super działanie,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
git,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Cena i jakość rewelacja,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
REWELACJA.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Kontynuacja.Produkt sprawdzony .Polecam.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Super produkt w dobrej cenie co najważniejsze działa. Proponuje stosować z olejem lnianym.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Super. Stosunek cena-jakość rewelacja.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam!,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,4,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
wszystko sie zgadza,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecem,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
dobre polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
dobre polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Zgodne z oczekiwaniami, wszystko ok.",5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Wszystko Ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Ok.,4,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Polecam . Fajny produkt godny polecenia. Warto nabyć,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Świetna jakość w jeszcze lepszej cenie.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Żona łyka - a czy działa - nie wiem,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
po suplementacji jednocześnie różnych witamin od kfd i codziennie od razu wzrasta codzienna wydajność organizmu,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Szkoda że kapsułki nie są mniejsze ale i tak jest ok.,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
ok,5,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Ok, ale kto wpadł na pomysł tabletek w kształcie kulek wielkości plastikowych kulek do pistoletów ASG? To jest turbo nie wygodne.",3,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
Sam nie wiem czy warto,1,Witaminy kapsułki KFD Vitamin D3 2000 IU witamina D3 200 g 240 szt.
"Dopóki były to tabletki, a nie kapsułki z proszkiem - działały rewelacyjnie. Kupowałem je tutaj od kilku lat, ale już tak nie będzie - kapsułki mają inną charakterystykę działania. Tabletki działały już 15 minut po zażyciu przez około 4 godziny. Nowe kapsułki działają po godzinie z 4x mniejszą siłą. Więc zażycie 2 kapsułek daje o połowę mniejszy efekt, niż jedna tabletka. Kapsułki ""trzymają"" zbyt długo i zażycie dwóch po południu sprawia problemy z zaśnięciem w nocy, a późno kładę się spać. Więc szczerze odradzam kapsułki, tabletki były rewelacyjne. Na szczęście tabletki od konkurencji mają podobną charakterystykę działania, do tabletek kiedyś tu oferowanych.",1,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
Trochę słabsze działanie od poprzedniej wersji. Tamte w formie zwykłych czerwonych tabletek szybciej pobudzały.,4,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
"Poprzednie tabletki działały szybciej i dłużej, niestety kapsułki to gorsza opcja, nie mówiąc już o braku możliwości ich podzielenia na pół...",3,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
"Szkoda kasy, kawa bardziej pobudza niż te kapsułki.",1,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
Działa słabo a baaardzo długo.,2,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
bardzo słaba,1,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
"Myślałem, że można tego używać zamiast przedtreningówki i wyjdzie na to samo (jak pewnie większość kupujących. Po sprawdzeniu uważam, że różne składniki typu kapsaicyna itp. w przedtreningówkach też dużo dają do ogólnego efektu rozbudzenia. Sama kofeina nie daje wymarzonych rezultatów.",2,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
"kilka razy testowana - jest ok ALE najlepiej przyjmowac bez ""otoczki"" sam proszek to mocniej klepie i szybciej wchodzi bo nie rozklada sie powoli",4,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
nie czuje na sobie efektu pobudzenia nawet biorąc 2 tabletki na raz,3,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
brak zauważalnych efektów,4,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
ok,2,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
Mocno rozdraznia,3,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
Kofeina spełnia swoje zadanie. Dodaje energii. Przy treningu dodaje kopa a prze odczucie ciepła wiem że spalanie jest powyższone.,5,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
"Wszystko ok, wjeżdża po 15-20 minutach od połknięcia i trzyma równiutko 4 godziny :) Wszystko pewnie zależy kto jak przyzwyczajony do kofeiny, ale na mnie działa. Oczywiście żeby kofeina działała, potrzebna jest jakaś aktywność - jak ktoś jest zmęczony, siedzi w fotelu i zje tabletkę to wątpię żeby poczuł jakąś różnicę. Ale przy dużym zmęczeniu, jak zaczniemy trening lub jakiś sport kofeinka bardzo pomaga wydobyć z siebie siły do działania :)",5,Wielozadaniowe kapsułki KFD Caffeine smak naturalny 100 szt.
